project_id,client_age,client_gender,project_budget,project_duration,num_rooms,design_style,location,client_satisfaction,designer_experience,num_designers,material_quality,furniture_cost,lighting_cost,decor_cost,renovation_cost,project_completion_time,num_meetings,client_feedback,material_availability,designer_rating,project_rating,design_approval_time,issues_encountered,total_cost
895,35.0,Male,70344.0,17,4,Contemporary,Urban,10.0,5.0,1,High,12337,1859,4471,31345,21,3,Neutral,Available,1,5,3,No,191889.0
896,61.0,Male,38840.0,11,4,Eclectic,Urban,8.0,16.0,4,High,16819,8710,6174,36184,14,13,Negative,Scarce,4,1,2,Yes,85984.0
897,38.0,Female,,16,5,Contemporary,Urban,1.0,7.0,3,Medium,16784,6613,6760,16964,21,6,Positive,Available,2,4,1,Yes,83669.0
898,54.0,Female,28091.0,12,6,Eclectic,Urban,8.0,19.0,1,Low,6311,9252,7884,27855,13,14,Negative,Scarce,4,5,2,Yes,180214.0
899,59.0,Male,37983.0,15,7,Eclectic,Rural,7.0,1.0,2,High,12452,971,489,18968,4,10,Positive,Available,2,2,2,Yes,149780.0
900,45.0,Female,28989.0,23,4,Eclectic,Urban,9.0,9.0,1,High,15574,527,3860,2046,20,16,Negative,Scarce,3,3,2,Yes,142162.0
901,61.0,Male,80451.0,4,8,Contemporary,Suburban,8.0,18.0,3,Low,19279,9251,6308,15909,20,18,Negative,Scarce,2,2,3,No,188974.0
902,29.0,Male,23990.0,18,6,Traditional,Urban,5.0,13.0,3,Medium,16952,3736,7782,14578,11,13,Neutral,Scarce,5,3,2,No,97170.0
903,43.0,Male,95270.0,21,1,Contemporary,Rural,8.0,15.0,4,Medium,3500,9636,595,24368,18,10,Positive,Scarce,1,2,3,No,96757.0
904,,Male,85360.0,3,1,Traditional,Rural,10.0,3.0,3,Medium,15718,4448,2848,29599,1,6,Positive,Scarce,3,4,4,No,116088.0
905,50.0,Male,41081.0,22,9,Traditional,Rural,3.0,10.0,3,Medium,3829,6672,476,6719,12,10,Neutral,Not available,4,1,4,Yes,
906,28.0,Male,16033.0,8,6,Eclectic,Suburban,10.0,9.0,3,High,1047,2479,1099,16960,18,5,Neutral,Scarce,2,3,4,Yes,179824.0
907,49.0,Male,21241.0,23,8,Contemporary,Urban,7.0,13.0,3,Low,3364,5421,1105,24606,7,6,Neutral,Scarce,3,4,3,No,105840.0
908,49.0,Female,10939.0,3,7,Traditional,Urban,4.0,,2,Low,13864,9507,7303,49366,12,7,Neutral,Scarce,5,1,3,Yes,155715.0
909,42.0,Male,52562.0,8,6,Minimalist,Urban,5.0,,2,High,9177,2826,2042,16624,1,11,Positive,Available,2,1,1,Yes,175719.0
910,64.0,Male,40063.0,18,4,Traditional,Suburban,9.0,15.0,1,High,14347,2830,514,40179,22,16,Positive,Scarce,4,5,2,No,
911,32.0,Female,81721.0,10,7,Minimalist,Suburban,7.0,17.0,4,High,8931,8146,2179,41842,4,12,Neutral,Not available,4,5,5,No,
912,63.0,Female,32045.0,20,9,Contemporary,Rural,4.0,14.0,2,Low,13841,1502,3000,11352,18,12,Negative,Scarce,2,5,5,Yes,173474.0
913,64.0,Female,49769.0,17,7,Contemporary,Rural,6.0,7.0,3,Low,12844,6948,896,31885,15,5,Negative,Available,5,3,2,No,152576.0
914,38.0,Male,52118.0,8,1,Contemporary,Urban,10.0,16.0,4,Low,9594,7337,2017,16003,3,16,Negative,Available,1,3,5,Yes,11768.0
915,56.0,Other,89703.0,23,9,Traditional,Suburban,7.0,8.0,2,Medium,14418,6967,1655,10223,7,6,Negative,Scarce,1,1,5,No,118661.0
916,62.0,Other,26625.0,11,4,Modern,Suburban,10.0,4.0,1,High,3086,9921,4523,32433,6,9,Positive,Scarce,4,3,5,Yes,136692.0
917,57.0,Female,,5,3,Traditional,Urban,,15.0,3,High,11419,7854,1592,13718,15,5,Positive,Scarce,5,1,3,No,156519.0
918,47.0,Other,69805.0,13,4,Traditional,Urban,4.0,5.0,4,High,12602,3029,2898,2315,15,16,Positive,Scarce,4,4,3,Yes,24118.0
919,39.0,Female,49605.0,21,4,Eclectic,Rural,10.0,13.0,2,Low,12182,1930,5954,22553,6,18,Negative,Available,1,2,3,Yes,130551.0
920,57.0,Male,,23,2,Eclectic,Rural,3.0,6.0,4,High,13835,4412,6173,25682,8,19,Neutral,Scarce,4,1,2,Yes,198123.0
921,49.0,Other,93509.0,5,1,Traditional,Rural,,5.0,2,High,18533,2032,3737,20464,8,12,Negative,Available,2,1,4,No,182671.0
922,41.0,Male,44121.0,13,1,Minimalist,Urban,1.0,17.0,1,Medium,17446,2392,5014,42704,22,2,Positive,Available,2,4,5,Yes,15200.0
923,57.0,Other,70101.0,6,8,Eclectic,Urban,9.0,7.0,3,Low,4153,1921,6791,32419,1,10,Negative,Not available,5,5,1,Yes,104066.0
924,26.0,Male,36433.0,5,2,Traditional,Rural,1.0,6.0,1,High,10200,9082,441,14767,13,12,Neutral,Available,1,5,3,No,63704.0
925,38.0,Other,48309.0,9,5,Modern,Rural,2.0,2.0,3,Low,11223,6268,3516,7466,23,14,Neutral,Scarce,5,5,1,No,58487.0
926,64.0,Male,72468.0,16,4,Minimalist,Suburban,8.0,11.0,3,Low,11273,3318,3139,32028,21,18,Negative,Scarce,5,1,5,Yes,118373.0
927,64.0,Male,49254.0,2,8,Contemporary,Suburban,9.0,7.0,4,Low,1751,6117,4640,48953,13,19,Positive,Scarce,1,1,4,Yes,182537.0
928,,Other,72293.0,1,2,Traditional,Rural,,8.0,2,Medium,9849,1695,3813,38858,11,6,Positive,Scarce,3,3,1,No,34840.0
929,30.0,Male,42853.0,8,9,Traditional,Rural,3.0,5.0,1,Low,18084,6729,3050,5240,4,5,Positive,Not available,3,3,5,No,
930,30.0,Male,43405.0,19,7,Minimalist,Suburban,7.0,18.0,1,Low,17220,9549,5709,32459,7,16,Negative,Not available,4,2,5,Yes,52897.0
931,27.0,Male,71652.0,11,7,Eclectic,Rural,6.0,16.0,1,Low,11348,5805,2014,26396,12,14,Positive,Not available,3,2,3,Yes,126677.0
932,,Other,48527.0,12,1,Eclectic,Suburban,2.0,14.0,4,High,18924,8577,1435,17795,13,13,Negative,Not available,2,3,4,No,199948.0
933,32.0,Other,82227.0,12,2,Eclectic,Suburban,3.0,12.0,4,Medium,7167,9845,6657,25689,22,2,Positive,Available,5,1,5,Yes,185484.0
934,39.0,Male,5492.0,7,4,Contemporary,Suburban,10.0,17.0,4,High,7364,1342,4021,15910,12,2,Neutral,Not available,4,4,4,Yes,
935,53.0,Male,98418.0,13,4,Minimalist,Urban,10.0,5.0,3,Medium,2983,5700,2209,3446,16,12,Neutral,Available,5,3,3,Yes,174730.0
936,57.0,Other,13811.0,8,3,Minimalist,Urban,5.0,14.0,1,Medium,15629,6421,2547,4346,6,1,Positive,Scarce,1,1,1,No,142125.0
937,54.0,Other,98344.0,22,7,Eclectic,Rural,10.0,6.0,3,Low,17288,794,6848,46179,14,19,Negative,Available,3,3,2,No,132069.0
938,63.0,Male,29272.0,9,8,Eclectic,Suburban,4.0,15.0,1,Low,12273,6597,4816,41517,19,16,Positive,Available,1,5,2,Yes,134548.0
939,51.0,Male,98935.0,7,2,Modern,Urban,2.0,7.0,1,High,8648,6912,4402,5142,16,7,Negative,Not available,4,3,2,Yes,191323.0
940,60.0,Male,77010.0,21,4,Modern,Rural,4.0,14.0,2,Medium,8894,9336,1848,17070,4,7,Neutral,Scarce,2,5,4,Yes,176717.0
941,53.0,Female,97492.0,15,3,Traditional,Rural,8.0,18.0,1,Low,14305,7178,2939,47955,5,16,Negative,Scarce,3,1,2,No,138617.0
942,,Other,52153.0,2,2,Traditional,Rural,5.0,1.0,4,Low,13925,5520,6729,8087,9,6,Positive,Not available,1,5,1,Yes,100495.0
943,57.0,Female,59110.0,23,6,Minimalist,Rural,5.0,6.0,4,Low,19698,6243,5066,24752,3,18,Neutral,Available,3,3,5,No,82213.0
944,61.0,Other,18979.0,20,4,Minimalist,Rural,10.0,3.0,4,Low,11327,610,6832,16635,22,1,Negative,Not available,5,5,4,Yes,13560.0
945,51.0,Other,33328.0,12,6,Contemporary,Suburban,3.0,5.0,2,High,19033,9275,4811,23218,10,1,Negative,Available,2,4,1,No,
946,57.0,Other,17867.0,1,2,Contemporary,Rural,,12.0,2,High,12411,5364,3131,32873,17,14,Neutral,Not available,3,5,4,Yes,139734.0
947,28.0,Other,64234.0,23,4,Modern,Suburban,6.0,11.0,3,Low,7900,2148,1306,49575,19,6,Positive,Not available,2,5,4,No,119041.0
948,46.0,Other,30851.0,22,6,Traditional,Urban,2.0,13.0,1,Low,17137,6881,6132,43965,10,6,Neutral,Scarce,5,2,4,No,44497.0
949,,Other,36279.0,8,5,Modern,Rural,2.0,16.0,1,Low,4800,2881,3521,46039,12,4,Positive,Scarce,5,4,3,Yes,57606.0
950,34.0,Other,78402.0,5,3,Modern,Urban,,18.0,4,Low,3478,605,3362,15724,23,12,Positive,Scarce,1,1,5,No,67112.0
951,,Female,20449.0,15,8,Traditional,Suburban,,17.0,4,Low,10967,6318,4823,32351,7,18,Negative,Not available,4,5,2,Yes,83334.0
952,34.0,Male,81221.0,1,7,Contemporary,Suburban,10.0,17.0,4,Medium,11158,881,3352,32433,18,10,Positive,Scarce,1,4,3,No,75344.0
953,57.0,Male,94080.0,1,3,Traditional,Urban,9.0,11.0,4,Medium,8054,4856,7760,10261,19,3,Positive,Scarce,2,1,5,Yes,13048.0
954,62.0,Female,10451.0,10,6,Eclectic,Rural,6.0,10.0,4,Medium,7059,6418,4729,14479,15,3,Neutral,Not available,1,4,2,No,83643.0
955,37.0,Female,92178.0,22,4,Eclectic,Rural,5.0,16.0,4,Medium,10959,1816,2619,16804,7,8,Neutral,Scarce,3,2,3,No,142592.0
956,55.0,Female,46316.0,10,5,Eclectic,Urban,1.0,2.0,1,Low,13007,5954,7510,28245,12,1,Positive,Available,1,1,3,Yes,153000.0
957,60.0,Female,68064.0,21,5,Minimalist,Urban,6.0,17.0,2,Medium,9433,4574,3839,46101,22,18,Negative,Scarce,4,1,1,No,191440.0
958,48.0,Other,,15,7,Contemporary,Urban,6.0,10.0,4,Medium,7209,5304,2666,13827,7,15,Neutral,Available,4,5,3,Yes,159573.0
959,39.0,Male,43870.0,17,5,Contemporary,Rural,3.0,13.0,1,High,8115,1406,7959,43368,10,17,Negative,Scarce,2,3,4,Yes,189823.0
960,53.0,Other,35873.0,22,3,Minimalist,Rural,3.0,12.0,4,Medium,14068,8121,826,45700,22,11,Neutral,Not available,5,1,3,Yes,172263.0
961,32.0,Male,63627.0,6,5,Modern,Rural,3.0,15.0,3,Medium,19640,1162,3107,13040,20,13,Neutral,Not available,4,1,4,No,
962,29.0,Male,71155.0,3,7,Eclectic,Urban,3.0,7.0,3,Low,4368,7218,1495,20477,10,10,Positive,Scarce,2,2,5,No,163020.0
963,,Female,30372.0,13,5,Eclectic,Rural,7.0,13.0,1,Medium,17128,9154,2053,17127,23,13,Neutral,Available,4,2,5,No,140555.0
964,28.0,Other,8642.0,16,5,Modern,Suburban,10.0,,2,Medium,3827,1442,1972,22182,5,17,Neutral,Scarce,4,2,4,Yes,
965,36.0,Female,,8,9,Traditional,Urban,2.0,12.0,3,Low,16990,8849,6764,27049,18,1,Negative,Not available,5,5,1,Yes,115831.0
966,26.0,Other,39064.0,15,3,Traditional,Rural,10.0,2.0,3,Medium,3487,6915,7182,25527,9,16,Neutral,Scarce,3,1,1,No,44887.0
967,51.0,Male,99826.0,17,6,Contemporary,Urban,10.0,5.0,2,Low,14347,3809,7511,13473,16,16,Neutral,Not available,2,2,5,Yes,93780.0
968,55.0,Female,19122.0,17,1,Minimalist,Suburban,2.0,2.0,3,Medium,17277,1826,5951,17709,7,3,Negative,Available,4,2,3,No,108739.0
969,60.0,Female,29820.0,22,5,Contemporary,Suburban,,13.0,4,High,2643,2606,2328,34974,10,2,Positive,Available,4,4,5,No,66055.0
970,60.0,Male,73431.0,13,8,Traditional,Urban,10.0,3.0,2,High,18596,5299,1954,43464,5,6,Positive,Not available,1,4,5,Yes,167329.0
971,50.0,Male,60745.0,17,5,Modern,Urban,7.0,11.0,3,Medium,1019,9339,4849,14714,7,11,Neutral,Available,3,2,4,Yes,23327.0
972,,Male,55081.0,6,9,Contemporary,Suburban,3.0,16.0,2,High,1675,3438,5141,35208,5,3,Neutral,Not available,5,5,1,Yes,105023.0
973,29.0,Female,75902.0,17,6,Eclectic,Urban,7.0,1.0,4,Low,17992,2983,4341,32945,15,1,Negative,Not available,2,3,4,Yes,160938.0
974,44.0,Other,13711.0,16,8,Eclectic,Suburban,9.0,19.0,3,Medium,17445,1875,6299,22568,19,11,Positive,Not available,4,4,5,No,180721.0
975,35.0,Female,90132.0,14,8,Modern,Suburban,10.0,11.0,1,Low,10457,8356,5324,10147,10,13,Positive,Scarce,2,4,2,Yes,145238.0
976,34.0,Other,23793.0,13,3,Traditional,Rural,4.0,9.0,3,High,2154,744,1147,17267,8,5,Positive,Available,5,1,3,Yes,
977,64.0,Female,13199.0,6,7,Eclectic,Urban,7.0,14.0,3,Low,10820,2848,1167,42514,9,18,Negative,Scarce,3,1,5,Yes,14042.0
978,62.0,Female,81253.0,3,7,Eclectic,Urban,9.0,9.0,4,High,10818,9559,1073,32452,11,15,Negative,Scarce,1,2,4,No,
979,30.0,Male,41191.0,14,6,Minimalist,Rural,,7.0,1,High,4716,979,6526,6136,22,18,Negative,Available,3,1,2,Yes,187952.0
980,32.0,Other,15211.0,14,7,Contemporary,Suburban,8.0,16.0,1,High,6242,2435,842,33579,2,15,Neutral,Scarce,1,1,2,Yes,
981,47.0,Female,68069.0,15,2,Traditional,Urban,9.0,3.0,1,Low,6022,6257,4717,32516,3,7,Positive,Not available,2,3,5,No,68588.0
982,50.0,Female,93896.0,8,9,Contemporary,Rural,5.0,19.0,4,High,18826,587,1085,12446,13,17,Neutral,Scarce,3,5,1,No,140713.0
983,36.0,Male,61746.0,15,1,Traditional,Rural,5.0,4.0,4,Medium,2653,9932,3605,46099,11,8,Neutral,Not available,3,2,2,No,33536.0
984,50.0,Male,26542.0,22,1,Eclectic,Urban,3.0,7.0,4,High,3502,9264,4935,25524,10,13,Negative,Available,3,3,3,Yes,19546.0
985,37.0,Other,36312.0,13,3,Minimalist,Rural,5.0,12.0,4,Medium,17665,9505,6695,14188,15,16,Positive,Scarce,5,2,4,No,120429.0
986,64.0,Female,50242.0,17,3,Contemporary,Suburban,8.0,18.0,4,Medium,15086,678,3183,39587,6,10,Neutral,Available,2,5,4,No,150174.0
987,42.0,Other,98783.0,21,1,Eclectic,Rural,5.0,5.0,1,Medium,4403,662,6184,41837,1,14,Positive,Not available,1,2,4,Yes,103895.0
988,49.0,Female,92893.0,3,7,Traditional,Suburban,4.0,10.0,2,Medium,2235,3140,748,46537,14,6,Neutral,Scarce,3,1,5,Yes,105523.0
989,,Other,60388.0,6,4,Contemporary,Suburban,,12.0,4,Low,14149,9697,3610,6560,18,7,Negative,Not available,2,5,4,No,14029.0
990,,Male,32691.0,5,2,Contemporary,Urban,7.0,8.0,2,Medium,15396,2848,4885,46621,11,6,Neutral,Not available,5,3,4,Yes,
991,36.0,Female,82960.0,22,5,Eclectic,Rural,6.0,19.0,3,High,15430,2921,2205,44227,8,17,Negative,Not available,5,3,3,Yes,147394.0
992,,Other,89388.0,17,6,Contemporary,Suburban,5.0,15.0,3,Medium,18169,4798,4859,37397,22,8,Positive,Available,2,4,1,No,
993,28.0,Male,27601.0,23,9,Minimalist,Suburban,5.0,1.0,4,High,14864,4642,4709,12657,3,12,Neutral,Available,1,3,5,Yes,124148.0
994,,Male,23020.0,2,4,Minimalist,Rural,10.0,,3,Low,16506,5003,7642,39082,14,4,Neutral,Available,2,4,5,Yes,17654.0
995,61.0,Other,,15,2,Eclectic,Suburban,2.0,18.0,2,Medium,12509,1717,3551,19840,2,10,Negative,Scarce,2,1,4,No,61663.0
996,32.0,Female,74119.0,5,5,Traditional,Rural,4.0,18.0,3,High,4194,2974,6351,42430,16,6,Negative,Not available,4,3,3,No,195759.0
997,52.0,Female,86051.0,20,3,Eclectic,Urban,8.0,,3,Low,5789,1429,684,41397,6,7,Positive,Available,5,5,2,Yes,143580.0
998,55.0,Male,41777.0,6,2,Minimalist,Suburban,8.0,5.0,2,Low,11638,8458,594,12324,1,8,Negative,Not available,1,4,4,No,183931.0
999,33.0,Female,24710.0,6,1,Modern,Suburban,1.0,1.0,3,High,6350,9008,1538,26247,14,3,Positive,Available,4,3,4,No,27132.0
1000,53.0,Female,29532.0,18,2,Modern,Rural,,10.0,4,Medium,1533,2002,7429,18558,10,8,Neutral,Not available,2,1,5,Yes,70800.0
1001,38.0,Female,23601.0,18,6,Contemporary,Rural,5.0,10.0,2,Low,4663,920,5157,20943,6,15,Positive,Available,5,5,5,Yes,152097.0
1002,64.0,Male,68227.0,4,8,Contemporary,Rural,9.0,5.0,2,High,1129,6330,3116,40460,9,1,Positive,Available,4,5,4,Yes,116653.0
1003,46.0,Other,9967.0,17,3,Modern,Rural,10.0,18.0,1,Medium,13563,4858,1398,42986,7,13,Positive,Available,4,1,5,No,
1004,35.0,Female,89289.0,14,9,Minimalist,Suburban,7.0,15.0,1,Low,2858,1949,6787,45514,2,18,Neutral,Available,1,3,3,No,122890.0
1005,47.0,Male,25022.0,14,9,Contemporary,Urban,10.0,8.0,2,High,16735,6311,2037,16372,11,15,Neutral,Not available,2,2,2,Yes,125885.0
1006,25.0,Male,48463.0,13,2,Eclectic,Urban,5.0,17.0,2,Low,13342,9119,2489,13631,14,7,Negative,Available,1,3,2,Yes,72607.0
1007,61.0,Other,,7,8,Eclectic,Urban,1.0,12.0,1,Low,4649,8371,3065,2472,5,15,Positive,Available,4,4,2,Yes,161042.0
1008,45.0,Female,10722.0,12,5,Minimalist,Urban,6.0,12.0,4,High,11978,9088,1522,27955,9,3,Neutral,Available,4,4,4,Yes,52736.0
1009,50.0,Female,32413.0,23,4,Contemporary,Rural,8.0,1.0,3,Low,5860,9487,6338,48367,7,14,Positive,Not available,1,3,4,No,12840.0
1010,60.0,Other,97772.0,15,5,Eclectic,Suburban,7.0,4.0,3,High,10412,606,3542,31802,14,4,Positive,Available,4,4,4,No,34654.0
1011,47.0,Other,86050.0,19,4,Contemporary,Suburban,2.0,,3,Medium,9833,4549,6849,5872,16,4,Positive,Not available,3,2,3,No,82385.0
1012,25.0,Male,90867.0,11,8,Contemporary,Suburban,5.0,1.0,2,High,15135,8789,4199,28547,22,3,Neutral,Scarce,5,2,2,No,188480.0
1013,64.0,Male,,15,4,Eclectic,Rural,4.0,,4,Medium,1723,2403,4623,44341,16,5,Positive,Not available,2,5,5,No,158514.0
1014,39.0,Other,71732.0,12,6,Modern,Suburban,9.0,18.0,1,Low,1737,8149,710,14691,7,11,Positive,Scarce,5,4,5,No,142702.0
1015,45.0,Female,17297.0,3,2,Eclectic,Rural,10.0,1.0,4,High,14879,4070,3299,45250,10,8,Negative,Available,2,3,1,Yes,183808.0
1016,33.0,Male,73323.0,17,5,Minimalist,Suburban,1.0,11.0,4,High,2299,5876,3245,5753,21,2,Positive,Available,4,5,1,No,
1017,33.0,Male,,3,6,Traditional,Urban,6.0,2.0,3,High,1339,542,5086,2833,6,16,Negative,Not available,1,2,5,No,183559.0
1018,34.0,Female,45695.0,19,5,Eclectic,Rural,3.0,1.0,1,High,1152,6885,1177,39696,17,10,Positive,Available,1,5,2,No,73395.0
1019,,Male,24702.0,20,2,Contemporary,Suburban,9.0,12.0,4,Medium,10613,2077,1086,9645,1,18,Negative,Available,4,1,4,No,138465.0
1020,59.0,Female,30242.0,4,7,Contemporary,Urban,5.0,16.0,1,Medium,14755,6565,2409,40584,2,7,Neutral,Not available,2,4,5,Yes,192043.0
1021,,Female,60841.0,3,4,Eclectic,Urban,6.0,10.0,2,Low,16982,6385,5746,31441,14,5,Neutral,Available,4,3,5,Yes,84627.0
1022,,Female,72712.0,16,8,Traditional,Urban,9.0,18.0,3,Low,1426,9076,6135,41024,4,7,Positive,Scarce,2,2,1,No,
1023,35.0,Other,90663.0,12,7,Eclectic,Rural,9.0,15.0,1,Low,10327,4077,2286,44317,9,6,Negative,Scarce,4,5,2,Yes,73657.0
1024,62.0,Other,97764.0,8,7,Traditional,Rural,8.0,17.0,2,Low,19756,3738,1178,16062,23,1,Neutral,Available,4,3,5,Yes,79652.0
1025,26.0,Other,58574.0,17,9,Traditional,Suburban,9.0,,2,High,12521,5744,7600,10635,6,11,Positive,Available,4,4,4,Yes,75507.0
1026,,Female,90744.0,7,1,Minimalist,Urban,4.0,3.0,2,Medium,18333,2634,1907,21064,17,13,Positive,Scarce,1,3,4,Yes,135007.0
1027,,Female,33482.0,11,6,Contemporary,Suburban,6.0,16.0,4,Medium,2373,4392,6009,10940,21,12,Negative,Available,2,4,3,No,
1028,51.0,Other,14171.0,18,6,Contemporary,Suburban,5.0,6.0,4,Medium,8082,4821,7656,36169,11,1,Negative,Scarce,4,4,4,No,34644.0
1029,58.0,Male,8696.0,1,6,Traditional,Urban,5.0,3.0,3,Medium,10893,6276,2703,14111,4,15,Positive,Not available,5,4,5,No,41122.0
1030,51.0,Female,25058.0,3,6,Contemporary,Suburban,4.0,9.0,3,Low,19866,6328,370,45131,21,1,Negative,Scarce,5,5,5,No,139469.0
1031,41.0,Male,25313.0,4,7,Modern,Rural,2.0,11.0,2,High,8593,4315,2610,46200,9,3,Negative,Available,1,4,4,No,190641.0
1032,,Male,24149.0,13,6,Traditional,Suburban,6.0,13.0,3,Medium,10495,795,4701,30739,16,15,Neutral,Available,3,3,1,Yes,
1033,49.0,Female,58521.0,6,1,Contemporary,Urban,9.0,18.0,4,High,17754,913,7001,43746,3,9,Negative,Scarce,1,1,2,No,82948.0
1034,31.0,Female,50740.0,14,3,Modern,Rural,1.0,4.0,3,High,8837,6456,3595,18793,4,14,Positive,Scarce,3,3,5,No,
1035,30.0,Male,,5,2,Minimalist,Rural,7.0,8.0,1,High,12172,6778,7795,19146,3,8,Negative,Available,1,5,4,Yes,53519.0
1036,48.0,Male,,16,6,Contemporary,Suburban,6.0,13.0,4,High,19680,7168,1061,34677,13,4,Positive,Available,5,4,4,Yes,76057.0
1037,57.0,Other,87612.0,15,8,Modern,Suburban,3.0,10.0,2,Medium,11317,8695,4983,1760,19,6,Positive,Available,4,1,5,No,
1038,53.0,Other,71641.0,15,3,Eclectic,Rural,1.0,2.0,2,Medium,11934,677,2421,24022,21,1,Negative,Not available,2,5,3,Yes,139544.0
1039,46.0,Female,68811.0,4,8,Eclectic,Suburban,4.0,8.0,3,Medium,19748,9437,3882,6612,1,18,Negative,Not available,4,2,2,No,56769.0
1040,50.0,Other,57160.0,8,8,Modern,Urban,9.0,6.0,4,Low,6230,4854,6585,37008,23,6,Negative,Scarce,5,2,5,Yes,141553.0
1041,52.0,Other,56313.0,16,5,Traditional,Suburban,2.0,16.0,2,Medium,14645,9343,6004,28265,23,14,Neutral,Scarce,2,2,4,No,175049.0
1042,45.0,Other,68232.0,16,8,Traditional,Suburban,3.0,18.0,2,Low,9954,6414,4497,1530,6,11,Neutral,Not available,3,1,3,No,155955.0
1043,31.0,Other,20417.0,4,6,Contemporary,Rural,2.0,17.0,4,Low,13254,5982,1929,10551,22,17,Negative,Not available,3,3,5,No,29265.0
1044,41.0,Male,29729.0,13,5,Eclectic,Suburban,,6.0,4,Low,18388,3771,6000,29394,3,9,Positive,Scarce,5,1,2,No,57744.0
1045,44.0,Female,35099.0,13,9,Traditional,Suburban,10.0,13.0,2,Medium,8057,7187,7532,43987,3,7,Negative,Not available,2,1,3,Yes,111927.0
1046,44.0,Other,34961.0,2,7,Traditional,Suburban,8.0,14.0,3,Medium,4755,5892,4588,49984,16,14,Neutral,Scarce,4,1,4,No,
1047,46.0,Male,17602.0,3,8,Eclectic,Urban,3.0,10.0,3,Medium,3846,789,7396,3560,10,17,Neutral,Available,5,2,1,No,28656.0
1048,52.0,Male,14256.0,22,1,Minimalist,Suburban,7.0,11.0,3,Low,3964,9494,1385,19561,17,8,Negative,Scarce,3,3,2,No,14304.0
1049,64.0,Male,,8,2,Traditional,Urban,,,1,Low,9878,8925,7999,6103,7,16,Positive,Not available,5,1,3,No,91616.0
1050,31.0,Other,39681.0,15,8,Modern,Urban,3.0,12.0,4,High,13648,907,7708,25090,13,12,Positive,Not available,4,3,5,Yes,50911.0
1051,25.0,Other,96328.0,11,9,Contemporary,Urban,2.0,9.0,2,Low,3755,1193,2757,18921,11,12,Neutral,Not available,1,4,5,Yes,48013.0
1052,56.0,Female,92440.0,9,4,Traditional,Urban,8.0,4.0,1,Low,7473,1669,4695,43233,10,5,Neutral,Scarce,1,1,3,No,82981.0
1053,37.0,Other,,7,9,Traditional,Rural,3.0,7.0,3,Medium,15554,9123,3566,3781,7,5,Neutral,Not available,4,1,5,No,45314.0
1054,54.0,Other,48361.0,13,4,Minimalist,Urban,7.0,2.0,1,High,2693,8282,753,18330,6,14,Positive,Scarce,2,1,3,Yes,27857.0
1055,47.0,Male,69503.0,2,9,Modern,Suburban,1.0,7.0,2,High,12084,9674,2921,6257,1,6,Neutral,Available,5,4,2,No,164966.0
1056,43.0,Female,39540.0,8,7,Contemporary,Urban,6.0,,2,High,13003,3544,918,35956,17,7,Neutral,Available,4,4,5,No,174642.0
1057,56.0,Other,31536.0,7,2,Traditional,Suburban,9.0,5.0,4,Medium,18068,6030,936,39831,12,17,Positive,Not available,1,2,2,Yes,44420.0
1058,54.0,Other,89700.0,12,9,Contemporary,Urban,3.0,15.0,3,High,3919,5492,2648,16615,4,9,Neutral,Scarce,3,5,4,Yes,126015.0
1059,53.0,Male,68043.0,19,4,Eclectic,Rural,7.0,18.0,3,High,4756,4424,5174,1881,3,13,Neutral,Scarce,4,3,4,Yes,192282.0
1060,53.0,Male,83532.0,7,8,Traditional,Urban,6.0,4.0,1,Medium,4283,7470,5875,2847,6,9,Negative,Not available,4,5,4,No,32734.0
1061,54.0,Other,,10,7,Traditional,Urban,8.0,,3,High,5691,3812,3336,40367,16,16,Neutral,Scarce,4,1,4,No,41219.0
1062,40.0,Female,7871.0,16,7,Eclectic,Rural,3.0,7.0,1,Low,8350,4818,2549,23110,13,4,Negative,Not available,1,1,5,No,71972.0
1063,64.0,Female,51002.0,3,8,Minimalist,Urban,3.0,8.0,2,Low,18540,2188,3021,38336,9,2,Neutral,Not available,1,2,3,No,127775.0
1064,43.0,Male,54812.0,10,1,Traditional,Suburban,4.0,17.0,2,Low,4061,967,2649,17314,11,13,Neutral,Available,4,5,5,Yes,60813.0
1065,42.0,Male,27626.0,6,5,Contemporary,Urban,3.0,13.0,2,Low,6919,2922,6440,31118,20,13,Negative,Not available,4,1,5,Yes,147079.0
1066,25.0,Other,64979.0,18,2,Modern,Urban,9.0,11.0,2,Low,18676,7779,6043,40931,21,19,Neutral,Scarce,2,5,2,Yes,
1067,38.0,Male,81057.0,18,2,Contemporary,Urban,4.0,1.0,2,Low,11076,5007,4732,44924,13,12,Negative,Not available,3,2,3,Yes,
1068,26.0,Other,71668.0,5,1,Minimalist,Rural,6.0,2.0,1,Low,10752,5221,6475,23966,23,4,Neutral,Available,5,5,1,No,
1069,,Female,85070.0,21,5,Modern,Urban,8.0,17.0,2,Low,17012,5871,2294,45023,19,10,Negative,Available,5,3,1,No,184503.0
1070,54.0,Female,94390.0,7,2,Contemporary,Urban,8.0,5.0,1,Low,10175,9703,7565,12320,3,16,Negative,Scarce,5,2,3,Yes,107715.0
1071,62.0,Other,47998.0,2,4,Contemporary,Suburban,5.0,6.0,2,Medium,8902,8041,6403,3216,12,19,Neutral,Not available,1,5,1,No,9841.0
